Time(s),Ax(m/s²),Ay(m/s²),Az(m/s²),Wx(rad/s),Wy(rad/s),Wz(rad/s),X(m),Y(m),Z(m)
3.66,0.3998897340418424,0.20762154588568882,9.8,0.030780308962751093,0.003064971987902443,0.015,1.1130246700203408,0.5539237772858302,66.1774400000001
3.67,0.40042896782346854,0.2080059182933856,9.8,0.03082318143361612,0.0030719035495560833,0.015,1.1215902970804816,0.5582138782003105,66.53808000000011
3.68,0.4009656167252948,0.2083895227244996,9.8,0.030865962198591106,0.0030788281831126965,0.015,1.1301960207022947,0.5625248180670633,66.89970000000011
3.69,0.401499689698906,0.20877236071344898,9.8,0.030908651649163756,0.0030857458954969153,0.015,1.138841894293078,0.5668566351698875,67.26230000000011
3.7,0.40203119570244605,0.20915443379158627,9.8,0.03095125017432026,0.003092656693626453,0.015,1.1475279710034314,0.5712093677160908,67.62588000000012
3.71,0.40256014370011955,0.20953574348720425,9.8,0.03099375816056653,0.00309956058441211,0.015,1.156254303728155,0.5755830538366428,67.99044000000012
3.72,0.4030865426616988,0.20991629132554224,9.8,0.031036175991949282,0.003106457574757776,0.015,1.1650209451071445,0.5799777315863274,68.35598000000012
3.73,0.40361040156203537,0.2102960788287921,9.8,0.031078504050076835,0.0031133476715604425,0.015,1.1738279475262903,0.5843934389438947,68.72250000000012
3.74,0.40413172938057734,0.2106751075161043,9.8,0.031120742714139702,0.0031202308817102065,0.015,1.1826753631183742,0.5888302138122138,69.09000000000012
3.75,0.4046505351008905,0.21105337890359413,9.8,0.031162892360930998,0.0031271072120902777,0.015,1.191563243763968,0.5932880940184232,69.45848000000012
3.7600000000000002,0.40516682771018525,0.21143089450434768,9.8,0.03120495336486657,0.00313397666957699,0.015,1.200491641092333,0.5977671173140829,69.82794000000011
3.77,0.40568061619884793,0.21180765582842778,9.8,0.031246926098004994,0.0031408392610397986,0.015,1.209460606482318,0.6022673213753257,70.19838000000011
3.7800000000000002,0.4061919095599771,0.21218366438288033,9.8,0.031288810930067294,0.003147694993341298,0.015,1.2184701910632587,0.6067887438030066,70.56980000000011
3.79,0.4067007167889249,0.21255892167173995,9.8,0.03133060822845648,0.0031545438733372178,0.015,1.2275204457158784,0.6113314221228547,70.94220000000013
3.8000000000000003,0.407207046882843,0.21293342919603636,9.8,0.03137231835827691,0.0031613859078764416,0.015,1.2366114210731867,0.6158953937856225,71.31558000000012
3.81,0.40771090884023353,0.21330718845380003,9.8,0.0314139416823534,0.0031682211038010035,0.015,1.2457431675213786,0.6204806961672356,71.68994000000014
3.8200000000000003,0.4082123116605047,0.21368020094006873,9.8,0.03145547856125018,0.0031750494679460995,0.015,1.2549157352007367,0.6250873665689427,72.06528000000014
3.83,0.4087112643435314,0.2140524681468927,9.8,0.03149692935328963,0.0031818710071400947,0.015,1.2641291740065292,0.6297154422174646,72.44160000000015
3.84,0.4092077758892203,0.21442399156334135,9.8,0.03153829441457081,0.003188685728204529,0.015,1.2733835335899106,0.6343649602651427,72.81890000000016
3.85,0.40970185529708014,0.21479477267550875,9.8,0.03157957409898784,0.0031954936379541233,0.015,1.2826788633588218,0.6390359577900884,73.19718000000016
3.86,0.4101935115657962,0.21516481296652,9.8,0.03162076875824805,0.0032022947431967898,0.015,1.2920152124788893,0.6437284717963307,73.57644000000016
3.87,0.41068275369281015,0.21553411391653665,9.8,0.03166187874188997,0.003209089050733632,0.015,1.3013926298743264,0.6484425392139648,73.95668000000016
3.88,0.41116959067390385,0.215902677002763,9.8,0.03170290439730111,0.0032158765673589596,0.015,1.3108111642288307,0.653178196899299,74.33790000000016
3.89,0.4116540315027887,0.21627050369945186,9.8,0.03174384606973561,0.003222657299860289,0.015,1.3202708639864853,0.6579354816350034,74.72010000000017
3.9,0.4121360851706987,0.21663759547791062,9.8,0.03178470410233162,0.0032294312550183537,0.015,1.329771777352657,0.6627144301302553,75.10328000000017
3.91,0.4126157606659895,0.21700395380650672,9.8,0.03182547883612859,0.0032361984396071086,0.015,1.3393139522948951,0.667515079020888,75.48744000000018
3.92,0.4130930669737401,0.21736958015067415,9.8,0.031866170610084336,0.00324295886039374,0.015,1.3488974365438307,0.6723374648695358,75.87258000000017
3.93,0.41356801307536145,0.21773447597291862,9.8,0.03190677976109198,0.0032497125241386683,0.015,1.358522277594074,0.6771816241657809,76.25870000000018
3.94,0.41404060794820774,0.21809864273282395,9.8,0.03194730662399662,0.003256459437595558,0.015,1.368188522705112,0.6820475933262992,76.64580000000018
3.95,0.41451086056519343,0.21846208188705765,9.8,0.03198775153161198,0.0032631996075113234,0.015,1.3778962189022064,0.6869354086950062,77.03388000000017
3.96,0.41497877989441434,0.21882479488937695,9.8,0.03202811481473672,0.003269933040626136,0.015,1.3876454129772904,0.6918451065432022,77.42294000000017
3.97,0.4154443748987732,0.21918678319063414,9.8,0.03206839680217075,0.003276659743673428,0.015,1.3974361514898643,0.6967767230697172,77.81298000000017
3.98,0.4159076545356102,0.2195480482387831,9.8,0.032108597820731236,0.0032833797233799023,0.015,1.4072684807678917,0.701730294401056,78.20400000000016
3.99,0.41636862775633726,0.2199085914788843,9.8,0.03214871819526855,0.0032900929864655417,0.015,1.4171424469086946,0.7067058565915428,78.59600000000017
4.0,0.4168273035060776,0.2202684143531114,9.8,0.032188758248682,0.0032967995396436067,0.015,1.4270580957798484,0.711703445623465,78.98898000000018
4.01,0.4172836907233092,0.2206275183007562,9.8,0.032228718301935466,0.0033034993896206544,0.015,1.4370154730200744,0.7167230974072172,79.38294000000019
4.0200000000000005,0.41773779833951274,0.2209859047582351,9.8,0.03226859867407276,0.003310192543096533,0.015,1.4470146240401343,0.7217648477814451,79.7778800000002
4.03,0.4181896352788241,0.2213435751590943,9.8,0.03230839968223296,0.003316879006764397,0.015,1.4570555940237222,0.7268287325131891,80.1738000000002
4.04,0.41863921045769104,0.22170053093401593,9.8,0.03234812164166555,0.003323558787310711,0.015,1.467138427928356,0.7319147872980264,80.5707000000002
4.05,0.4190865327845346,0.22205677351082356,9.8,0.03238776486574537,0.003330231891415256,0.015,1.4772631704862678,0.7370230477602148,80.96858000000022
4.0600000000000005,0.4195316111594145,0.22241230431448802,9.8,0.032427329665987485,0.0033368983257511375,0.015,1.487429866205296,0.7421535494528346,81.36744000000022
4.07,0.41997445447369847,0.2227671247671329,9.8,0.03246681635206184,0.0033435580969847878,0.015,1.4976385593697714,0.7473063278579312,81.76728000000023
4.08,0.4204150716097369,0.22312123628804056,9.8,0.032506225231807816,0.003350211211775981,0.015,1.5078892940414077,0.7524814183866566,82.16810000000021
4.09,0.4208534714405409,0.22347464029365752,9.8,0.032545556611248624,0.0033568576767778325,0.015,1.518182114060188,0.7576788563794113,82.56990000000022
4.1,0.42128966282946473,0.22382733819760028,9.8,0.0325848107946056,0.003363497498636806,0.015,1.5285170630452516,0.7628986771059859,82.97268000000022
4.11,0.42172365462989275,0.22417933141066096,9.8,0.03262398808431226,0.003370130683992726,0.015,1.5388941843957777,0.7681409157657013,83.37644000000022
4.12,0.42215545568492996,0.2245306213408129,9.8,0.032663088781028325,0.003376757239478778,0.015,1.5493135212918727,0.7734056074875509,83.78118000000022
4.13,0.42258507482709756,0.22488120939321618,9.8,0.03270211318365356,0.0033833771717215167,0.015,1.5597751166954503,0.77869278733034,84.18690000000022
4.14,0.42301252087803193,0.22523109697022356,9.8,0.03274106158934147,0.003389990487340875,0.015,1.5702790133511157,0.7840024902828259,84.59360000000022
4.15,0.42343780264818787,0.2255802854713858,9.8,0.0327799342935129,0.0033965971929501714,0.015,1.580825253787046,0.789334751263859,85.00128000000022
4.16,0.42386092893654587,0.22592877629345734,9.8,0.03281873158986943,0.00340319729515611,0.015,1.5914138803158695,0.7946896051225215,85.40994000000022
4.17,0.42428190853032405,0.22627657083040198,9.8,0.032857453770406754,0.003409790800558794,0.015,1.6020449350355463,0.800067086638267,85.81958000000023
4.18,0.4247007502046931,0.2266236704733983,9.8,0.03289610112542783,0.0034163777157517282,0.015,1.6127184598302435,0.80546723052106,86.23020000000022
4.19,0.4251174627224962,0.22697007661084534,9.8,0.032934673943555946,0.003422958047321831,0.015,1.623434496371213,0.8108900714115138,86.64180000000022
4.2,0.42553205483397194,0.22731579062836815,9.8,0.03297317251174763,0.0034295318018494328,0.015,1.634193086117666,0.8163356438810305,87.05438000000022
4.21,0.4259445352764823,0.2276608139088232,9.8,0.03301159711530551,0.003436098985908288,0.015,1.6449942703176463,0.8218039824319382,87.46794000000021
4.22,0.4263549127742437,0.2280051478323041,9.8,0.03304994803789095,0.0034426596060655825,0.015,1.6558380900089045,0.8272951214976292,87.88248000000021
4.23,0.4267631960380623,0.22834879377614703,9.8,0.033088225561536636,0.0034492136688819377,0.015,1.6667245860197664,0.8328090954426977,88.29800000000021
4.24,0.4271693937650729,0.22869175311493617,9.8,0.033126429966659016,0.0034557611809114142,0.015,1.6776537989700049,0.8383459385630776,88.71450000000021
4.25,0.42757351463848225,0.22903402722050936,9.8,0.03316456153207065,0.0034623021487015272,0.015,1.688625769271707,0.8439056850861796,89.13198000000021
4.26,0.4279755673273157,0.22937561746196344,9.8,0.03320262053499237,0.003468836578793244,0.015,1.6996405371301417,0.8494883691710279,89.5504400000002
4.2700000000000005,0.4283755604861676,0.22971652520565994,9.8,0.033240607251065424,0.003475364477720996,0.015,1.7106981425446253,0.8550940249083966,89.9698800000002
4.28,0.4287735027549559,0.23005675181523016,9.8,0.033278521954363406,0.0034818858520126806,0.015,1.7217986253093844,0.860722686320947,90.3903000000002
4.29,0.42916940275868004,0.23039629865158112,9.8,0.03331636491740416,0.0034884007081896753,0.015,1.7329420250144194,0.8663743873633624,90.8117000000002
4.3,0.4295632691071829,0.23073516707290045,9.8,0.03335413641116152,0.0034949090527668348,0.015,1.744128381046365,0.8720491619224852,91.23408000000022
4.3100000000000005,0.4299551103949163,0.23107335843466248,9.8,0.03339183670507695,0.0035014108922525058,0.015,1.7553577325893504,0.8777470438174514,91.65744000000022
4.32,0.4303449352007099,0.23141087408963298,9.8,0.03342946606707106,0.003507906233148527,0.015,1.7666301186258553,0.8834680667998267,92.08178000000024
4.33,0.4307327520875443,0.23174771538787506,9.8,0.033467024763555064,0.00351439508195024,0.015,1.7779455779375692,0.8892122645537406,92.50710000000025
4.34,0.4311185696023273,0.2320838836767543,9.8,0.03350451305944207,0.0035208774451464943,0.015,1.7893041491062434,0.8949796706960222,92.93340000000026
4.3500000000000005,0.43150239627567394,0.23241938030094442,9.8,0.03354193121815831,0.0035273533292196546,0.015,1.8007058705145451,0.9007703187763341,93.36068000000027
4.36,0.4318842406216898,0.23275420660243232,9.8,0.033579279501654215,0.0035338227406456037,0.015,1.812150780346909,0.906584242277306,93.78894000000028
4.37,0.4322641111377585,0.23308836392052357,9.8,0.03361655817041547,0.003540285685893756,0.015,1.8236389165903868,0.9124214746146702,94.21818000000029
4.38,0.4326420163043318,0.23342185359184797,9.8,0.033653767483473866,0.0035467421714270543,0.015,1.835170317035495,0.9182820491373934,94.6484000000003
4.39,0.4330179645847241,0.23375467695036464,9.8,0.033690907698418114,0.003553192203701987,0.015,1.8467450192770616,0.9241659991278117,95.0796000000003
4.4,0.43339196442490935,0.2340868353273675,9.8,0.033727979071404575,0.003559635789168587,0.015,1.8583630607150707,0.9300733578017626,95.51178000000031
4.41,0.4337640242533225,0.23441833005149038,9.8,0.0337649818571678,0.0035660729342704388,0.015,1.8700244785555051,0.9360041583087189,95.94494000000032
4.42,0.43413415248066356,0.23474916244871272,9.8,0.0338019163090311,0.003572503645444688,0.015,1.8817293098111876,0.9419584337319198,96.37908000000033
4.43,0.4345023574997053,0.2350793338423645,9.8,0.03383878267891688,0.003578927929122048,0.015,1.89347759130262,0.9479362170885051,96.81420000000033
4.44,0.4348686476851041,0.2354088455531318,9.8,0.03387558121735703,0.003585345791726802,0.015,1.905269359658821,0.9539375413296456,97.25030000000034
4.45,0.43523303139321445,0.23573769889906182,9.8,0.03391231217350306,0.003591757239676813,0.015,1.9171046513181613,0.959962439340676,97.68738000000035
4.46,0.4355955169619066,0.23606589519556842,9.8,0.033948975795136276,0.0035981622793835287,0.015,1.928983502529198,0.9660109439412261,98.12544000000035
4.47,0.43595611271038737,0.23639343575543725,9.8,0.0339855723286778,0.003604560917251991,0.015,1.9409059493515053,0.9720830878853517,98.56448000000034
4.48,0.43631482693902385,0.23672032188883094,9.8,0.03402210201919849,0.0036109531596808385,0.015,1.9528720276565068,0.9781789038616662,99.00450000000035
4.49,0.4366716679291714,0.2370465549032945,9.8,0.03405856511042879,0.0036173390130623127,0.015,1.9648817731283013,0.9842984244934709,99.44550000000037
4.5,0.4370266439430035,0.23737213610376037,9.8,0.034094961844768505,0.0036237184837822666,0.015,1.97693522126449,0.9904416823388862,99.88748000000037
4.51,0.43737976322334576,0.2376970667925538,9.8,0.034131292463296464,0.003630091578220175,0.015,1.989032407377001,0.9966087098909806,100.33044000000037
4.5200000000000005,0.43773103399351254,0.23802134826939808,9.8,0.03416755720578008,0.0036364583027491304,0.015,2.0011733665929112,1.002799539577902,100.77438000000036
4.53,0.43808046445714666,0.2383449818314194,9.8,0.03420375631068487,0.0036428186637358574,0.015,2.013358133855267,1.0090142037630065,101.21930000000037
4.54,0.4384280627980625,0.23866796877315252,9.8,0.03423989001518385,0.003649172667540719,0.015,2.025586743923903,1.0152527347449882,101.66520000000037
4.55,0.438773837180092,0.2389903103865456,9.8,0.03427595855516686,0.003655520320517718,0.015,2.037859231376257,1.0215151647580087,102.11208000000038
4.5600000000000005,0.43911779574693327,0.23931200796096563,9.8,0.03431196216524982,0.00366186162901451,0.015,2.0501756306081855,1.0278015259718254,102.55994000000037
4.57,0.4394599466220029,0.23963306278320318,9.8,0.034347901078783855,0.003668196599372403,0.015,2.062535975834776,1.0341118504919202,103.00878000000037
4.58,0.43980029790829095,0.23995347613747803,9.8,0.034383775527864396,0.003674525237926366,0.015,2.074940301091158,1.0404461703596288,103.45860000000037
4.59,0.4401388576882185,0.24027324930544403,9.8,0.034419585743340156,0.003680847551005041,0.015,2.0873886402333084,1.046804517552268,103.90940000000037
4.6000000000000005,0.4404756340234985,0.2405923835661944,9.8,0.034455331954822074,0.0036871635449307405,0.015,2.0998810269388613,1.0531869239832639,104.36118000000037
4.61,0.44081063495499967,0.24091088019626639,9.8,0.034491014390692104,0.0036934732260194593,0.015,2.112417494707909,1.0595934215022793,104.81394000000037
4.62,0.4411438685026128,0.24122874046964704,9.8,0.03452663327811199,0.0036997766005808777,0.015,2.1249980768638075,1.0660240418953417,105.26768000000037
4.63,0.44147534266512006,0.24154596565777786,9.8,0.03456218884303198,0.003706073674918371,0.015,2.137622806553973,1.07247881688497,105.72240000000036
4.64,0.4418050654200673,0.24186255702956005,9.8,0.03459768131019935,0.003712364455329016,0.015,2.15029171675068,1.078957778130301,106.17810000000036
4.65,0.44213304472363896,0.2421785158513596,9.8,0.034633110903166994,0.0037186489481035923,0.015,2.163004840251859,1.0854609572272174,106.63478000000036
4.66,0.4424592885105357,0.24249384338701205,9.8,0.03466847784430183,0.003724927159526593,0.015,2.1757622096818894,1.0919883857084722,107.09244000000035
4.67,0.44278380469385475,0.242808540897828,9.8,0.03470378235479322,0.00373119909587623,0.015,2.1885638574923894,1.098540095043817,107.55108000000035
4.68,0.4431066011649732,0.243122609642598,9.8,0.0347390246546612,0.0037374647634244407,0.015,2.201409815963006,1.105116116640126,108.01070000000034
4.69,0.4434276857934336,0.24343605087759743,9.8,0.034774204962764795,0.003743724168436893,0.015,2.2143001172022014,1.1117164818415228,108.47130000000035
4.7,0.4437470664268326,0.24374886585659158,9.8,0.03480932349681009,0.003749977317172992,0.015,2.22723479314804,1.1183412219295052,108.93288000000037
4.71,0.4440647508907119,0.2440610558308408,9.8,0.03484438047335838,0.0037562242158858884,0.015,2.2402138755689673,1.1249903681230706,109.39544000000038
4.72,0.44438074698845187,0.24437262204910548,9.8,0.03487937610783413,0.0037624648708224784,0.015,2.2532373960645935,1.1316639515788411,109.8589800000004
4.73,0.4446950625011678,0.24468356575765085,9.8,0.03491431061453297,0.0037686992882234216,0.015,2.2663053860664695,1.1383620033911874,110.32350000000041
4.74,0.44500770518760885,0.24499388820025214,9.8,0.0349491842066295,0.0037749274743231333,0.015,2.2794178768388647,1.1450845545923536,110.78900000000041
4.75,0.4453186827840592,0.2453035906181995,9.8,0.03498399709618518,0.0037811494353497998,0.015,2.2925748994795385,1.1518316361525816,111.25548000000043
4.76,0.4456280030042419,0.24561267425030314,9.8,0.035018749494156,0.0037873651775253824,0.015,2.3057764849205125,1.1586032789802345,111.72294000000043
4.7700000000000005,0.44593567353922503,0.245921140332898,9.8,0.035053441610400166,0.003793574707065628,0.015,2.3190226639288403,1.1653995139219209,112.19138000000045
4.78,0.44624170205733066,0.24622899009984858,9.8,0.03508807365368572,0.003799778030180061,0.015,2.332313467107374,1.1722203717626172,112.66080000000045
4.79,0.4465460962040459,0.24653622478255466,9.8,0.03512264583169808,0.003805975153072008,0.015,2.345648924895528,1.1790658832257919,113.13120000000046
4.8,0.44684886360193626,0.24684284560995517,9.8,0.03515715835104748,0.003812166081938592,0.015,2.359029067570042,1.1859360789735274,113.60258000000047
4.8100000000000005,0.44715001185056197,0.247148853808534,9.8,0.0351916114172764,0.003818350822970742,0.015,2.3724539252457415,1.192830989606644,114.07494000000048
4.82,0.44744954852639585,0.2474542506023242,9.8,0.03522600523486693,0.0038245293823532,0.015,2.3859235278762934,1.1997506456648206,114.54828000000049
4.83,0.4477474811827441,0.24775903721291345,9.8,0.03526034000724802,0.003830701766264526,0.015,2.3994379052549637,1.2066950776267187,115.0226000000005
4.84,0.44804381734966925,0.24806321485944852,9.8,0.03529461593680271,0.0038368679808771034,0.015,2.412997087015369,1.2136643159101024,115.4979000000005
4.8500000000000005,0.44833856453391513,0.24836678475864052,9.8,0.0353288332248753,0.00384302803235715,0.015,2.4266011026322274,1.2206583908719624,115.9741800000005
4.86,0.44863173021883457,0.24866974812476927,9.8,0.035362992071778426,0.003849181926864713,0.015,2.440249981422108,1.2276773328086346,116.45144000000052
4.87,0.4489233218643187,0.24897210616968884,9.8,0.03539709267680011,0.0038553296705536922,0.015,2.4539437525441747,1.2347211719559237,116.92968000000052
4.88,0.44921334690672915,0.24927386010283167,9.8,0.03543113523821071,0.003861471269571829,0.015,2.4676824450009325,1.2417899384892233,117.40890000000053
4.89,0.44950181275883183,0.24957501113121394,9.8,0.035465119953269904,0.0038676067300607254,0.015,2.481466087638966,1.248883662523636,117.88910000000052
4.9,0.4497887268097335,0.24987556045944023,9.8,0.035499047018233476,0.00387373605815584,0.015,2.49529470914968,1.2560023741140947,118.37028000000053
4.91,0.4500740964248194,0.25017550928970816,9.8,0.03553291662836014,0.0038798592599865013,0.015,2.509168338070037,1.263146103255482,118.85244000000054
4.92,0.4503579289456944,0.2504748588218134,9.8,0.03556672897791829,0.003885976341675913,0.015,2.5230870027832886,1.2703148798827517,119.33558000000053
4.93,0.45064023169012524,0.25077361025315464,9.8,0.03560048426019268,0.003892087309341158,0.015,2.537050731519709,1.2775087338710467,119.81970000000054
4.94,0.45092101195198503,0.2510717647787379,9.8,0.03563418266749107,0.003898192169093202,0.015,2.5510595523573247,1.2847276950358195,120.30480000000054
4.95,0.4512002770012,0.25136932359118175,9.8,0.035667824391150765,0.0039042909270369077,0.015,2.5651134932226403,1.2919717931329515,120.79088000000054
4.96,0.45147803408369813,0.25166628788072176,9.8,0.035701409621545166,0.003910383589271031,0.015,2.5792125818913645,1.2992410578588716,121.27794000000054
4.97,0.4517542904213597,0.2519626588352155,9.8,0.03573493854809021,0.003916470161888237,0.015,2.5933568459891307,1.306535518850675,121.76598000000055
4.98,0.4520290532119702,0.2522584376401472,9.8,0.03576841135925081,0.003922550650975099,0.015,2.6075463129922185,1.313855205686243,122.25500000000055
4.99,0.4523023296291744,0.2525536254786325,9.8,0.035801828242547164,0.0039286250626121046,0.015,2.621781010228269,1.3212001478843585,122.74500000000054
5.0,0.45257412682243325,0.25284822353142306,9.8,0.0358351893845611,0.003934693402873666,0.015,2.6360609648770015,1.328570374904827,123.23598000000055
5.01,0.45284445191698214,0.25314223297691163,9.8,0.03586849497094233,0.003940755677828125,0.015,2.650386203970926,1.3359659161485933,123.72794000000054
5.0200000000000005,0.4531133120137913,0.25343565499113624,9.8,0.03590174518641459,0.003946811893537758,0.015,2.6647567543960515,1.343386800957859,124.22088000000055
5.03,0.4533807141895277,0.2537284907477854,9.8,0.035934940214781885,0.003952862056058779,0.015,2.679172642892596,1.3508330586161992,124.71480000000055
5.04,0.4536466654965192,0.2540207414182025,9.8,0.03596808023893447,0.003958906171441353,0.015,2.6936338960556903,1.3583047183486812,125.20970000000054
5.05,0.4539111729627204,0.25431240817139067,9.8,0.036001165440855,0.003964944245729594,0.015,2.7081405403360805,1.3658018093219804,125.70558000000054
5.0600000000000005,0.45417424359168,0.2546034921740173,9.8,0.03603419600162446,0.00397097628496158,0.015,2.7226926020408304,1.373324360644497,126.20244000000054
5.07,0.45443588436251064,0.25489399459041867,9.8,0.03606717210142814,0.003977002295169346,0.015,2.7372901073340166,1.3808724013664726,126.70028000000053
5.08,0.4546961022298594,0.25518391658260503,9.8,0.03610009391956152,0.003983022282378906,0.015,2.751933082237426,1.3884459604801067,127.19910000000053
5.09,0.45495490412388123,0.2554732593102646,9.8,0.03613296163443611,0.0039890362526102474,0.015,2.766621552631247,1.3960450669196716,127.69890000000055
5.1000000000000005,0.45521229695021326,0.25576202393076874,9.8,0.03616577542358532,0.003995044211877341,0.015,2.7813555442547635,1.4036697495616295,128.19968000000057
5.11,0.455468287589951,0.2560502115991762,9.8,0.03619853546367008,0.004001046166188145,0.015,2.796135082707039,1.4113200372247474,128.70144000000056
5.12,0.4557228828996264,0.2563378234682382,9.8,0.036231241930484694,0.004007042121544616,0.015,2.8109601934476047,1.418995958670212,129.20418000000058
5.13,0.4559760897111876,0.25662486068840246,9.8,0.036263894998962404,0.004013032083942708,0.015,2.8258309017971412,1.4266975426017459,129.7079000000006
5.14,0.4562279148319796,0.25691132440781833,9.8,0.036296494843181024,0.004019016059372387,0.015,2.8407472329381607,1.4344248176657204,130.2126000000006
5.15,0.45647836504472783,0.25719721577234106,9.8,0.036329041636368534,0.004024994053817625,0.015,2.855709211915685,1.4421778124512719,130.71828000000062
5.16,0.45672744710752194,0.2574825359255365,9.8,0.03636153555090857,0.0040309660732564204,0.015,2.87071686363792,1.4499565554904161,131.22494000000063
5.17,0.4569751677538021,0.2577672860086856,9.8,0.03639397675834593,0.00403693212366079,0.015,2.8857702128769307,1.4577610752581611,131.73258000000064
5.18,0.4572215336923464,0.258051467160789,9.8,0.03642636542939199,0.004042892210996788,0.015,2.9008692842693105,1.4655914001726222,132.24120000000065
5.19,0.45746655160726024,0.25833508051857196,9.8,0.0364587017339301,0.004048846341224499,0.015,2.9160141023168507,1.4734475585951352,132.75080000000065
5.2,0.45771022815796625,0.25861812721648797,9.8,0.03649098584102092,0.004054794520298056,0.015,2.931204691387207,1.48132957883037,133.26138000000066
5.21,0.457952569979197,0.25890060838672435,9.8,0.03652321791890775,0.004060736754165639,0.015,2.9464410757145614,1.4892374891264433,133.7729400000007
5.22,0.45819358368098817,0.2591825251592062,9.8,0.03655539813502176,0.0040666730487694805,0.015,2.961723279400283,1.4971713176750325,134.2854800000007
5.23,0.45843327584867377,0.25946387866160087,9.8,0.03658752665598724,0.004072603410045875,0.015,2.9770513264135903,1.5051310926114878,134.7990000000007
5.24,0.4586716530428824,0.25974467001932283,9.8,0.036619603647626724,0.004078527843925187,0.015,2.992425240592201,1.513116842014945,135.3135000000007
5.25,0.458908721799535,0.2600249003555379,9.8,0.03665162927496621,0.004084446356331849,0.015,3.007845045642992,1.521128593908438,135.8289800000007
5.26,0.45914448862984436,0.2603045707911677,9.8,0.03668360370224014,0.004090358953184374,0.015,3.0233107651426465,1.52916637625901,136.3454400000007
5.2700000000000005,0.45937896002031564,0.2605836824448944,9.8,0.03671552709289659,0.004096265640395362,0.015,3.0388224225383023,1.5372302169778262,136.86288000000073
5.28,0.459612142432748,0.2608622364331651,9.8,0.03674739960960215,0.004102166423871496,0.015,3.054380041148202,1.545320143920286,137.38130000000072
5.29,0.4598440423042385,0.2611402338701959,9.8,0.036779221414246985,0.004108061309513563,0.015,3.069983644162331,1.5534361848861329,137.90070000000074
5.3,0.4600746660471862,0.26141767586797704,9.8,0.03681099266794974,0.004113950303216448,0.015,3.0856332546430663,1.5615783676195665,138.42108000000073
5.3100000000000005,0.4603040200492985,0.2616945635362769,9.8,0.036842713531062436,0.004119833410869146,0.015,3.101328895525806,1.5697467198093538,138.94244000000074
5.32,0.46053211067359795,0.2619708979826465,9.8,0.036874384163175324,0.004125710638354766,0.015,3.117070589619613,1.5779412690889394,139.46478000000073
5.33,0.46075894425843117,0.26224668031242404,9.8,0.0369060047231217,0.004131581991550534,0.015,3.132858359607846,1.586162043036556,139.98810000000074
5.34,0.4609845271174782,0.2625219116287391,9.8,0.03693757536898269,0.004137447476327803,0.015,3.1486922280487906,1.5944090691753354,140.51240000000075
5.3500000000000005,0.461208865539764,0.26279659303251734,9.8,0.036969096258092006,0.004143307098552063,0.015,3.1645722173762887,1.6026823749734183,141.03768000000076
5.36,0.46143196578966983,0.26307072562248485,9.8,0.03700056754704061,0.004149160864082932,0.015,3.1804983499003656,1.6109819878440634,141.56394000000074
5.37,0.4616538341069474,0.2633443104951722,9.8,0.037031989391681445,0.004155008778774176,0.015,3.196470647807854,1.6193079351457582,142.09118000000075
5.38,0.4618744767067332,0.2636173487449194,9.8,0.03706336194713397,0.004160850848473713,0.015,3.212489133163013,1.6276602441823271,142.61940000000075
5.39,0.462093899779564,0.26388984146387967,9.8,0.03709468536778887,0.004166687079023612,0.015,3.22855382790815,1.6360389422030426,143.14860000000076
5.4,0.4623121094913941,0.26416178974202437,9.8,0.03712595980731253,0.004172517476260104,0.015,3.2446647538642357,1.6444440564027323,143.67878000000076
5.41,0.4625291119836131,0.2644331946671469,9.8,0.037157185418651574,0.004178342046013586,0.015,3.26082193273152,1.6528756139218888,144.20994000000076
5.42,0.462744913373065,0.2647040573248673,9.8,0.0371883623540374,0.004184160794108629,0.015,3.2770253860901413,1.6613336418467777,144.74208000000075
5.43,0.4629595197520688,0.26497437879863667,9.8,0.03721949076499056,0.004189973726363982,0.015,3.293275135400738,1.6698181672095465,145.27520000000075
5.44,0.46317293718843944,0.26524416016974117,9.8,0.037250570802325245,0.004195780848592576,0.015,3.3095712020050536,1.6783292169883322,145.80930000000075
5.45,0.46338517172551014,0.26551340251730665,9.8,0.037281602616153625,0.004201582166601536,0.015,3.325913607126542,1.6868668181073696,146.34438000000074
5.46,0.4635962293821562,0.26578210691830295,9.8,0.03731258635589021,0.0042073776861921795,0.015,3.342302371870968,1.695430997437099,146.88044000000076
5.47,0.4638061161528193,0.2660502744475479,9.8,0.03734352217025618,0.0042131674131600265,0.015,3.3587375172270093,1.7040217817942729,147.41748000000075
5.48,0.46401483800753285,0.26631790617771206,9.8,0.037374410207283666,0.004218951353294804,0.015,3.375219064066852,1.712639197942065,147.95550000000074
5.49,0.4642224008919485,0.26658500317932277,9.8,0.03740525061431997,0.004224729512380453,0.015,3.391747033146783,1.7212832725901746,148.49450000000076
5.5,0.46442881072736386,0.2668515665207682,9.8,0.03743604353803183,0.004230501896195134,0.015,3.4083214451077875,1.7299540323949365,149.03448000000077
5.51,0.46463407341075075,0.2671175972683022,9.8,0.03746678912440956,0.004236268510511228,0.015,3.4249423204761325,1.738651503959425,149.57544000000078
5.5200000000000005,0.4648381948147848,0.26738309648604813,9.8,0.03749748751877124,0.0042420293610953555,0.015,3.4416096796639595,1.7473757138335624,150.1173800000008
